big_feature_id	abs_z_score	individual_feature	k	signal	weight	abs	gene	variable	value	z_score
pca_185_908341_200_signal	3.2442900000000003	185	200	signal	-0.012574	0.012574	TP53	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.28381	3.2442900000000003
pca_185_908341_200_signal	2.68533	185	200	signal	-0.012574	0.012574	TP53	HALLMARK_APICAL_JUNCTION	-0.385993	-2.68533
pca_185_908341_200_signal	2.65041	185	200	signal	-0.012574	0.012574	TP53	HALLMARK_APOPTOSIS	0.305267	2.65041
pca_185_908341_200_signal	2.6342	185	200	signal	-0.012574	0.012574	TP53	HALLMARK_XENOBIOTIC_METABOLISM	-0.269043	-2.6342
nmf_118_165158_125_signal	6.7407	118	125	signal	0.0125	0.0125	TP53	HALLMARK_MYC_TARGETS_V1	3.5846199999999997	6.7407
nmf_118_165158_125_signal	5.75891	118	125	signal	0.0125	0.0125	TP53	HALLMARK_MTORC1_SIGNALING	2.6095	5.75891
nmf_118_165158_125_signal	4.75579	118	125	signal	0.0125	0.0125	TP53	HALLMARK_MYC_TARGETS_V2	1.18498	4.75579
nmf_118_165158_125_signal	2.2643400000000002	118	125	signal	0.0125	0.0125	TP53	HALLMARK_PROTEIN_SECRETION	1.44098	2.2643400000000002
nmf_118_165158_125_signal	1.96258	118	125	signal	0.0125	0.0125	TP53	HALLMARK_E2F_TARGETS	1.54787	1.96258
nmf_25_451283_100_signal	6.11386	25	100	signal	0.012421	0.012421	TP53	HALLMARK_MYC_TARGETS_V1	5.2030199999999995	6.11386
nmf_25_451283_100_signal	5.1695400000000005	25	100	signal	0.012421	0.012421	TP53	HALLMARK_PROTEIN_SECRETION	2.5754099999999998	5.1695400000000005
nmf_25_451283_100_signal	3.25624	25	100	signal	0.012421	0.012421	TP53	HALLMARK_MITOTIC_SPINDLE	3.5790699999999998	3.25624
nmf_25_451283_100_signal	2.9322	25	100	signal	0.012421	0.012421	TP53	HALLMARK_G2M_CHECKPOINT	3.6983800000000002	2.9322
nmf_25_451283_100_signal	2.56642	25	100	signal	0.012421	0.012421	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.673032	-2.56642
ica_67_908341_90_signal	8.61026	67	90	signal	-0.012386	0.012386	TP53	HALLMARK_MYC_TARGETS_V1	0.019698	8.61026
ica_67_908341_90_signal	4.34002	67	90	signal	-0.012386	0.012386	TP53	HALLMARK_MYC_TARGETS_V2	0.00684326	4.34002
ica_67_908341_90_signal	4.20988	67	90	signal	-0.012386	0.012386	TP53	HALLMARK_PROTEIN_SECRETION	-0.0152161	-4.20988
ica_67_908341_90_signal	4.09865	67	90	signal	-0.012386	0.012386	TP53	HALLMARK_P53_PATHWAY	-0.012924600000000001	-4.09865
ica_67_908341_90_signal	3.66206	67	90	signal	-0.012386	0.012386	TP53	HALLMARK_E2F_TARGETS	0.0171567	3.66206
nmf_33_908341_50_signal	10.497	33	50	signal	-0.012240000000000001	0.012240000000000001	TP53	HALLMARK_OXIDATIVE_PHOSPHORYLATION	6.82563	10.497
nmf_33_908341_50_signal	6.798030000000001	33	50	signal	-0.012240000000000001	0.012240000000000001	TP53	HALLMARK_ADIPOGENESIS	5.74907	6.798030000000001
nmf_33_908341_50_signal	5.01802	33	50	signal	-0.012240000000000001	0.012240000000000001	TP53	HALLMARK_MYC_TARGETS_V1	6.76037	5.01802
nmf_33_908341_50_signal	4.533519999999999	33	50	signal	-0.012240000000000001	0.012240000000000001	TP53	HALLMARK_INFLAMMATORY_RESPONSE	1.27776	-4.533519999999999
nmf_33_908341_50_signal	4.45418	33	50	signal	-0.012240000000000001	0.012240000000000001	TP53	HALLMARK_SPERMATOGENESIS	0.525768	-4.45418
ica_173_978124_200_signal	4.77579	173	200	signal	-0.012237999999999999	0.012237999999999999	TP53	HALLMARK_MITOTIC_SPINDLE	-0.0191006	-4.77579
ica_173_978124_200_signal	3.6495900000000003	173	200	signal	-0.012237999999999999	0.012237999999999999	TP53	HALLMARK_TGF_BETA_SIGNALING	-0.00572344	-3.6495900000000003
ica_173_978124_200_signal	3.24974	173	200	signal	-0.012237999999999999	0.012237999999999999	TP53	HALLMARK_HYPOXIA	0.00538978	3.24974
ica_173_978124_200_signal	3.08581	173	200	signal	-0.012237999999999999	0.012237999999999999	TP53	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.00472965	3.08581
ica_173_978124_200_signal	2.2774	173	200	signal	-0.012237999999999999	0.012237999999999999	TP53	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.00464373	-2.2774
dae_71_978124_200_signal	5.38518	71	200	signal	-0.012137	0.012137	TP53	HALLMARK_APICAL_JUNCTION	-2.00398	-5.38518
dae_71_978124_200_signal	5.10744	71	200	signal	-0.012137	0.012137	TP53	HALLMARK_ADIPOGENESIS	3.05512	5.10744
dae_71_978124_200_signal	3.6873	71	200	signal	-0.012137	0.012137	TP53	HALLMARK_TNFA_SIGNALING_VIA_NFKB	2.4733	3.6873
dae_71_978124_200_signal	3.32649	71	200	signal	-0.012137	0.012137	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-2.6268700000000003	-3.32649
dae_71_978124_200_signal	3.32596	71	200	signal	-0.012137	0.012137	TP53	HALLMARK_TGF_BETA_SIGNALING	0.829507	3.32596
ica_57_978124_70_signal	8.09167	57	70	signal	0.01199	0.01199	TP53	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.016083700000000003	8.09167
ica_57_978124_70_signal	6.22219	57	70	signal	0.01199	0.01199	TP53	HALLMARK_MYC_TARGETS_V1	0.00894124	6.22219
ica_57_978124_70_signal	4.27027	57	70	signal	0.01199	0.01199	TP53	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.0102849	4.27027
ica_57_978124_70_signal	3.0195	57	70	signal	0.01199	0.01199	TP53	HALLMARK_NOTCH_SIGNALING	-0.00151035	-3.0195
ica_57_978124_70_signal	3.0137099999999997	57	70	signal	0.01199	0.01199	TP53	HALLMARK_ADIPOGENESIS	0.00663508	3.0137099999999997
vae_48_486191_60_signal	9.70659	48	60	signal	0.011815	0.011815	TP53	HALLMARK_INTERFERON_ALPHA_RESPONSE	1.02434	9.70659
vae_48_486191_60_signal	7.467510000000001	48	60	signal	0.011815	0.011815	TP53	HALLMARK_E2F_TARGETS	0.82265	7.467510000000001
vae_48_486191_60_signal	6.5391	48	60	signal	0.011815	0.011815	TP53	HALLMARK_KRAS_SIGNALING_UP	-3.8519400000000004	-6.5391
vae_48_486191_60_signal	5.92117	48	60	signal	0.011815	0.011815	TP53	HALLMARK_MYC_TARGETS_V1	0.100159	5.92117
vae_48_486191_60_signal	5.78351	48	60	signal	0.011815	0.011815	TP53	HALLMARK_HYPOXIA	-3.23632	-5.78351
pca_132_165158_150_signal	4.98807	132	150	signal	0.011769	0.011769	TP53	HALLMARK_MITOTIC_SPINDLE	0.598754	4.98807
pca_132_165158_150_signal	3.5712	132	150	signal	0.011769	0.011769	TP53	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.282912	-3.5712
pca_132_165158_150_signal	3.56302	132	150	signal	0.011769	0.011769	TP53	HALLMARK_HYPOXIA	0.433658	3.56302
pca_132_165158_150_signal	2.79734	132	150	signal	0.011769	0.011769	TP53	HALLMARK_ESTROGEN_RESPONSE_LATE	0.324239	2.79734
pca_132_165158_150_signal	2.67753	132	150	signal	0.011769	0.011769	TP53	HALLMARK_XENOBIOTIC_METABOLISM	-0.268235	-2.67753
vae_26_908341_100_signal	8.47649	26	100	signal	-0.01166	0.01166	TP53	HALLMARK_ALLOGRAFT_REJECTION	0.08514730000000001	8.47649
vae_26_908341_100_signal	7.8201	26	100	signal	-0.01166	0.01166	TP53	HALLMARK_KRAS_SIGNALING_DN	-1.4241	7.8201
vae_26_908341_100_signal	7.3240300000000005	26	100	signal	-0.01166	0.01166	TP53	HALLMARK_ESTROGEN_RESPONSE_EARLY	-3.99695	-7.3240300000000005
vae_26_908341_100_signal	6.7981300000000005	26	100	signal	-0.01166	0.01166	TP53	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-2.32711	-6.7981300000000005
vae_26_908341_100_signal	6.55171	26	100	signal	-0.01166	0.01166	TP53	HALLMARK_ESTROGEN_RESPONSE_LATE	-5.01353	-6.55171
vae_98_451283_100_signal	9.84605	98	100	signal	0.011653	0.011653	TP53	HALLMARK_COAGULATION	-3.68804	-9.84605
vae_98_451283_100_signal	6.26136	98	100	signal	0.011653	0.011653	TP53	HALLMARK_ESTROGEN_RESPONSE_LATE	-4.7733	-6.26136
vae_98_451283_100_signal	5.34232	98	100	signal	0.011653	0.011653	TP53	HALLMARK_HYPOXIA	-0.658698	5.34232
vae_98_451283_100_signal	5.34136	98	100	signal	0.011653	0.011653	TP53	HALLMARK_MTORC1_SIGNALING	-0.622027	5.34136
vae_98_451283_100_signal	5.02094	98	100	signal	0.011653	0.011653	TP53	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-4.2022	-5.02094
ica_14_486191_70_signal	7.119339999999999	14	70	signal	-0.011590999999999999	0.011590999999999999	TP53	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.0138363	-7.119339999999999
ica_14_486191_70_signal	6.50545	14	70	signal	-0.011590999999999999	0.011590999999999999	TP53	HALLMARK_MYC_TARGETS_V1	-0.00893494	-6.50545
ica_14_486191_70_signal	4.30605	14	70	signal	-0.011590999999999999	0.011590999999999999	TP53	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.00989757	-4.30605
ica_14_486191_70_signal	2.96715	14	70	signal	-0.011590999999999999	0.011590999999999999	TP53	HALLMARK_NOTCH_SIGNALING	0.00151047	2.96715
ica_14_486191_70_signal	2.6488400000000003	14	70	signal	-0.011590999999999999	0.011590999999999999	TP53	HALLMARK_ESTROGEN_RESPONSE_LATE	0.00575811	2.6488400000000003
vae_11_451283_50_signal	10.2874	11	50	signal	-0.011525	0.011525	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-6.5804100000000005	-10.2874
vae_11_451283_50_signal	6.06696	11	50	signal	-0.011525	0.011525	TP53	HALLMARK_SPERMATOGENESIS	-0.7249	6.06696
vae_11_451283_50_signal	5.70719	11	50	signal	-0.011525	0.011525	TP53	HALLMARK_APICAL_JUNCTION	-4.66925	-5.70719
vae_11_451283_50_signal	5.7013300000000005	11	50	signal	-0.011525	0.011525	TP53	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.939794	5.7013300000000005
vae_11_451283_50_signal	4.69618	11	50	signal	-0.011525	0.011525	TP53	HALLMARK_DNA_REPAIR	-0.763195	4.69618
ica_19_908341_35_signal	20.1989	19	35	signal	0.011336	0.011336	TP53	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.0332708	20.1989
ica_19_908341_35_signal	16.3873	19	35	signal	0.011336	0.011336	TP53	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.028964999999999998	16.3873
ica_19_908341_35_signal	3.97839	19	35	signal	0.011336	0.011336	TP53	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.00552204	3.97839
ica_19_908341_35_signal	3.5693099999999998	19	35	signal	0.011336	0.011336	TP53	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.0113263	3.5693099999999998
ica_19_908341_35_signal	3.44125	19	35	signal	0.011336	0.011336	TP53	HALLMARK_MYC_TARGETS_V1	0.0106946	3.44125
vae_19_978124_200_signal	10.8821	19	200	signal	0.011325	0.011325	TP53	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-4.79651	-10.8821
vae_19_978124_200_signal	10.6714	19	200	signal	0.011325	0.011325	TP53	HALLMARK_E2F_TARGETS	0.142689	10.6714
vae_19_978124_200_signal	9.9249	19	200	signal	0.011325	0.011325	TP53	HALLMARK_MYC_TARGETS_V1	-0.286407	9.9249
vae_19_978124_200_signal	9.83555	19	200	signal	0.011325	0.011325	TP53	HALLMARK_MITOTIC_SPINDLE	-0.755758	9.83555
vae_19_978124_200_signal	9.718739999999999	19	200	signal	0.011325	0.011325	TP53	HALLMARK_COMPLEMENT	-3.7974699999999997	-9.718739999999999
nmf_162_908341_200_signal	5.74474	162	200	signal	0.011295	0.011295	TP53	HALLMARK_MITOTIC_SPINDLE	3.2317099999999996	5.74474
nmf_162_908341_200_signal	4.88	162	200	signal	0.011295	0.011295	TP53	HALLMARK_KRAS_SIGNALING_DN	0.0358665	-4.88
nmf_162_908341_200_signal	4.66723	162	200	signal	0.011295	0.011295	TP53	HALLMARK_MYC_TARGETS_V1	2.5927700000000002	4.66723
nmf_162_908341_200_signal	3.60132	162	200	signal	0.011295	0.011295	TP53	HALLMARK_KRAS_SIGNALING_UP	0.202628	-3.60132
nmf_162_908341_200_signal	3.10351	162	200	signal	0.011295	0.011295	TP53	HALLMARK_P53_PATHWAY	0.337868	-3.10351
nmf_128_908341_200_signal	7.77212	128	200	signal	0.011243000000000001	0.011243000000000001	TP53	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	3.27561	7.77212
nmf_128_908341_200_signal	4.42026	128	200	signal	0.011243000000000001	0.011243000000000001	TP53	HALLMARK_HEME_METABOLISM	3.30209	4.42026
nmf_128_908341_200_signal	3.21135	128	200	signal	0.011243000000000001	0.011243000000000001	TP53	HALLMARK_ADIPOGENESIS	3.39143	3.21135
nmf_128_908341_200_signal	2.82062	128	200	signal	0.011243000000000001	0.011243000000000001	TP53	HALLMARK_G2M_CHECKPOINT	2.8706400000000003	2.82062
nmf_128_908341_200_signal	2.1899	128	200	signal	0.011243000000000001	0.011243000000000001	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.28529899999999997	-2.1899
ica_88_451283_100_signal	4.50674	88	100	signal	0.011183	0.011183	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.0249438	-4.50674
ica_88_451283_100_signal	3.87835	88	100	signal	0.011183	0.011183	TP53	HALLMARK_HEDGEHOG_SIGNALING	0.00389943	3.87835
ica_88_451283_100_signal	3.24788	88	100	signal	0.011183	0.011183	TP53	HALLMARK_APICAL_JUNCTION	0.00753619	3.24788
ica_88_451283_100_signal	3.10525	88	100	signal	0.011183	0.011183	TP53	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.00615213	3.10525
ica_88_451283_100_signal	2.36632	88	100	signal	0.011183	0.011183	TP53	HALLMARK_ANDROGEN_RESPONSE	0.00219689	2.36632
ica_29_165158_45_signal	15.1536	29	45	signal	-0.010872	0.010872	TP53	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.0353302	15.1536
ica_29_165158_45_signal	12.065	29	45	signal	-0.010872	0.010872	TP53	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.0421327	12.065
ica_29_165158_45_signal	11.83	29	45	signal	-0.010872	0.010872	TP53	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	-0.007342100000000001	-11.83
ica_29_165158_45_signal	6.8495800000000004	29	45	signal	-0.010872	0.010872	TP53	HALLMARK_PROTEIN_SECRETION	-0.0145024	-6.8495800000000004
ica_29_165158_45_signal	4.78345	29	45	signal	-0.010872	0.010872	TP53	HALLMARK_E2F_TARGETS	0.013643100000000002	4.78345
vae_95_486191_150_signal	10.4575	95	150	signal	-0.010709	0.010709	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-6.728280000000001	-10.4575
vae_95_486191_150_signal	10.3718	95	150	signal	-0.010709	0.010709	TP53	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.43676800000000005	10.3718
vae_95_486191_150_signal	6.907369999999999	95	150	signal	-0.010709	0.010709	TP53	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-4.09756	-6.907369999999999
vae_95_486191_150_signal	6.2335400000000005	95	150	signal	-0.010709	0.010709	TP53	HALLMARK_MYOGENESIS	-4.37677	-6.2335400000000005
vae_95_486191_150_signal	5.9198900000000005	95	150	signal	-0.010709	0.010709	TP53	HALLMARK_SPERMATOGENESIS	-0.347613	5.9198900000000005
vae_1_486191_35_signal	16.4899	1	35	signal	0.010688	0.010688	TP53	HALLMARK_G2M_CHECKPOINT	4.00534	16.4899
vae_1_486191_35_signal	13.23	1	35	signal	0.010688	0.010688	TP53	HALLMARK_E2F_TARGETS	5.04957	13.23
vae_1_486191_35_signal	7.71104	1	35	signal	0.010688	0.010688	TP53	HALLMARK_MYC_TARGETS_V1	2.13905	7.71104
vae_1_486191_35_signal	6.87145	1	35	signal	0.010688	0.010688	TP53	HALLMARK_MTORC1_SIGNALING	0.871023	6.87145
vae_1_486191_35_signal	6.6825	1	35	signal	0.010688	0.010688	TP53	HALLMARK_ESTROGEN_RESPONSE_EARLY	-3.97535	-6.6825
ica_111_165158_125_signal	7.120430000000001	111	125	signal	0.010495	0.010495	TP53	HALLMARK_MITOTIC_SPINDLE	0.017598500000000003	7.120430000000001
ica_111_165158_125_signal	4.23466	111	125	signal	0.010495	0.010495	TP53	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.00232252	-4.23466
ica_111_165158_125_signal	3.7245199999999996	111	125	signal	0.010495	0.010495	TP53	HALLMARK_PROTEIN_SECRETION	0.00964117	3.7245199999999996
ica_111_165158_125_signal	3.54429	111	125	signal	0.010495	0.010495	TP53	HALLMARK_TGF_BETA_SIGNALING	0.00825117	3.54429
ica_111_165158_125_signal	3.4901	111	125	signal	0.010495	0.010495	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.008443899999999999	-3.4901
nmf_130_486191_200_signal	10.7448	130	200	signal	0.010319	0.010319	TP53	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	2.6383400000000004	10.7448
nmf_130_486191_200_signal	6.38802	130	200	signal	0.010319	0.010319	TP53	HALLMARK_MITOTIC_SPINDLE	3.4009099999999997	6.38802
nmf_130_486191_200_signal	4.80777	130	200	signal	0.010319	0.010319	TP53	HALLMARK_MYC_TARGETS_V1	4.55454	4.80777
nmf_130_486191_200_signal	4.2537199999999995	130	200	signal	0.010319	0.010319	TP53	HALLMARK_E2F_TARGETS	3.15234	4.2537199999999995
nmf_130_486191_200_signal	3.6145699999999996	130	200	signal	0.010319	0.010319	TP53	HALLMARK_COMPLEMENT	0.528332	-3.6145699999999996
vae_27_908341_150_signal	6.39914	27	150	signal	-0.010308	0.010308	TP53	HALLMARK_FATTY_ACID_METABOLISM	-1.045	6.39914
vae_27_908341_150_signal	5.730090000000001	27	150	signal	-0.010308	0.010308	TP53	HALLMARK_XENOBIOTIC_METABOLISM	-2.1602099999999997	5.730090000000001
vae_27_908341_150_signal	5.58513	27	150	signal	-0.010308	0.010308	TP53	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-1.7832299999999999	5.58513
vae_27_908341_150_signal	5.32139	27	150	signal	-0.010308	0.010308	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-5.0273699999999995	-5.32139
vae_27_908341_150_signal	5.24027	27	150	signal	-0.010308	0.010308	TP53	HALLMARK_INTERFERON_GAMMA_RESPONSE	-4.12608	-5.24027
nmf_44_978124_200_signal	9.24214	44	200	signal	0.010304	0.010304	TP53	HALLMARK_MYC_TARGETS_V1	5.84025	9.24214
nmf_44_978124_200_signal	6.43505	44	200	signal	0.010304	0.010304	TP53	HALLMARK_KRAS_SIGNALING_DN	0.177972	-6.43505
nmf_44_978124_200_signal	6.1839699999999995	44	200	signal	0.010304	0.010304	TP53	HALLMARK_MITOTIC_SPINDLE	4.8993	6.1839699999999995
nmf_44_978124_200_signal	5.43312	44	200	signal	0.010304	0.010304	TP53	HALLMARK_E2F_TARGETS	4.30889	5.43312
nmf_44_978124_200_signal	4.02555	44	200	signal	0.010304	0.010304	TP53	HALLMARK_KRAS_SIGNALING_UP	0.40679099999999996	-4.02555
nmf_130_978124_200_signal	10.2503	130	200	signal	0.010275	0.010275	TP53	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	2.19918	10.2503
nmf_130_978124_200_signal	5.4290199999999995	130	200	signal	0.010275	0.010275	TP53	HALLMARK_MITOTIC_SPINDLE	2.90064	5.4290199999999995
nmf_130_978124_200_signal	4.28263	130	200	signal	0.010275	0.010275	TP53	HALLMARK_MYC_TARGETS_V1	3.9176699999999998	4.28263
nmf_130_978124_200_signal	4.04675	130	200	signal	0.010275	0.010275	TP53	HALLMARK_UV_RESPONSE_DN	1.27915	4.04675
nmf_130_978124_200_signal	3.35377	130	200	signal	0.010275	0.010275	TP53	HALLMARK_E2F_TARGETS	2.47601	3.35377
vae_79_486191_200_signal	7.86905	79	200	signal	-0.010184	0.010184	TP53	HALLMARK_XENOBIOTIC_METABOLISM	-0.663183	7.86905
vae_79_486191_200_signal	5.57627	79	200	signal	-0.010184	0.010184	TP53	HALLMARK_G2M_CHECKPOINT	-3.08039	-5.57627
vae_79_486191_200_signal	5.55047	79	200	signal	-0.010184	0.010184	TP53	HALLMARK_MTORC1_SIGNALING	-3.50841	-5.55047
vae_79_486191_200_signal	5.36675	79	200	signal	-0.010184	0.010184	TP53	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.563172	5.36675
vae_79_486191_200_signal	5.2884400000000005	79	200	signal	-0.010184	0.010184	TP53	HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.8156399999999999	5.2884400000000005
vae_40_165158_125_signal	9.71685	40	125	signal	0.010006000000000001	0.010006000000000001	TP53	HALLMARK_ALLOGRAFT_REJECTION	-1.4224	9.71685
vae_40_165158_125_signal	6.44897	40	125	signal	0.010006000000000001	0.010006000000000001	TP53	HALLMARK_GLYCOLYSIS	-1.42862	6.44897
vae_40_165158_125_signal	6.2599599999999995	40	125	signal	0.010006000000000001	0.010006000000000001	TP53	HALLMARK_XENOBIOTIC_METABOLISM	-5.63647	-6.2599599999999995
vae_40_165158_125_signal	6.15499	40	125	signal	0.010006000000000001	0.010006000000000001	TP53	HALLMARK_INFLAMMATORY_RESPONSE	-2.0525700000000002	6.15499
vae_40_165158_125_signal	5.6747	40	125	signal	0.010006000000000001	0.010006000000000001	TP53	HALLMARK_FATTY_ACID_METABOLISM	-4.09317	-5.6747
ica_63_451283_125_signal	11.3186	63	125	signal	-0.009876600000000001	0.009876600000000001	TP53	HALLMARK_E2F_TARGETS	0.04663780000000001	11.3186
ica_63_451283_125_signal	4.48511	63	125	signal	-0.009876600000000001	0.009876600000000001	TP53	HALLMARK_P53_PATHWAY	0.031624099999999995	4.48511
ica_63_451283_125_signal	3.7925	63	125	signal	-0.009876600000000001	0.009876600000000001	TP53	HALLMARK_G2M_CHECKPOINT	0.0233013	3.7925
ica_63_451283_125_signal	3.61082	63	125	signal	-0.009876600000000001	0.009876600000000001	TP53	HALLMARK_TGF_BETA_SIGNALING	0.00955244	3.61082
ica_63_451283_125_signal	3.12643	63	125	signal	-0.009876600000000001	0.009876600000000001	TP53	HALLMARK_GLYCOLYSIS	-0.013322200000000001	-3.12643
ica_92_908341_150_signal	5.33317	92	150	signal	-0.0098429	0.0098429	TP53	HALLMARK_MYC_TARGETS_V1	0.0203174	5.33317
ica_92_908341_150_signal	4.7920300000000005	92	150	signal	-0.0098429	0.0098429	TP53	HALLMARK_MTORC1_SIGNALING	0.026533099999999997	4.7920300000000005
ica_92_908341_150_signal	3.45054	92	150	signal	-0.0098429	0.0098429	TP53	HALLMARK_HYPOXIA	0.0212397	3.45054
ica_92_908341_150_signal	3.3959900000000003	92	150	signal	-0.0098429	0.0098429	TP53	HALLMARK_G2M_CHECKPOINT	0.0148596	3.3959900000000003
ica_92_908341_150_signal	3.20913	92	150	signal	-0.0098429	0.0098429	TP53	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.00751769	-3.20913
ica_165_908341_200_signal	5.06801	165	200	signal	0.0097859	0.0097859	TP53	HALLMARK_GLYCOLYSIS	0.0208995	5.06801
ica_165_908341_200_signal	4.11969	165	200	signal	0.0097859	0.0097859	TP53	HALLMARK_HYPOXIA	0.0301038	4.11969
ica_165_908341_200_signal	4.10112	165	200	signal	0.0097859	0.0097859	TP53	HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.017771099999999998	-4.10112
ica_165_908341_200_signal	2.7540400000000003	165	200	signal	0.0097859	0.0097859	TP53	HALLMARK_G2M_CHECKPOINT	0.014648900000000001	2.7540400000000003
ica_165_908341_200_signal	2.30423	165	200	signal	0.0097859	0.0097859	TP53	HALLMARK_HEME_METABOLISM	0.0123747	2.30423
vae_117_978124_150_signal	8.86834	117	150	signal	-0.009556799999999999	0.009556799999999999	TP53	HALLMARK_G2M_CHECKPOINT	-4.39904	-8.86834
vae_117_978124_150_signal	7.5542300000000004	117	150	signal	-0.009556799999999999	0.009556799999999999	TP53	HALLMARK_MTORC1_SIGNALING	-4.46941	-7.5542300000000004
vae_117_978124_150_signal	5.02502	117	150	signal	-0.009556799999999999	0.009556799999999999	TP53	HALLMARK_APICAL_JUNCTION	-4.03651	-5.02502
vae_117_978124_150_signal	4.93216	117	150	signal	-0.009556799999999999	0.009556799999999999	TP53	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-1.24595	4.93216
vae_117_978124_150_signal	4.70399	117	150	signal	-0.009556799999999999	0.009556799999999999	TP53	HALLMARK_SPERMATOGENESIS	-0.9915139999999999	4.70399
ica_51_451283_70_signal	6.19883	51	70	signal	0.00944	0.00944	TP53	HALLMARK_MYC_TARGETS_V1	0.00721955	6.19883
ica_51_451283_70_signal	5.69744	51	70	signal	0.00944	0.00944	TP53	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.011571799999999998	5.69744
ica_51_451283_70_signal	4.10122	51	70	signal	0.00944	0.00944	TP53	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.00998017	4.10122
ica_51_451283_70_signal	3.3161699999999996	51	70	signal	0.00944	0.00944	TP53	HALLMARK_NOTCH_SIGNALING	-0.00162715	-3.3161699999999996
ica_51_451283_70_signal	2.6118799999999998	51	70	signal	0.00944	0.00944	TP53	HALLMARK_KRAS_SIGNALING_UP	-0.00260847	-2.6118799999999998
ica_36_908341_125_signal	7.0371	36	125	signal	0.0094286	0.0094286	TP53	HALLMARK_MITOTIC_SPINDLE	0.0176856	7.0371
ica_36_908341_125_signal	4.56174	36	125	signal	0.0094286	0.0094286	TP53	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.002621	-4.56174
ica_36_908341_125_signal	3.622	36	125	signal	0.0094286	0.0094286	TP53	HALLMARK_PROTEIN_SECRETION	0.00944326	3.622
ica_36_908341_125_signal	3.6024	36	125	signal	0.0094286	0.0094286	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.00828955	-3.6024
ica_36_908341_125_signal	3.4376300000000004	36	125	signal	0.0094286	0.0094286	TP53	HALLMARK_TGF_BETA_SIGNALING	0.00811701	3.4376300000000004
ica_63_908341_200_signal	4.2035	63	200	signal	-0.009344	0.009344	TP53	HALLMARK_HEME_METABOLISM	0.00177226	4.2035
ica_63_908341_200_signal	3.59865	63	200	signal	-0.009344	0.009344	TP53	HALLMARK_MYOGENESIS	-0.0238016	-3.59865
ica_63_908341_200_signal	3.5326699999999995	63	200	signal	-0.009344	0.009344	TP53	HALLMARK_HEDGEHOG_SIGNALING	-0.00654324	-3.5326699999999995
ica_63_908341_200_signal	3.01722	63	200	signal	-0.009344	0.009344	TP53	HALLMARK_MYC_TARGETS_V1	-0.035990499999999995	-3.01722
ica_63_908341_200_signal	2.79923	63	200	signal	-0.009344	0.009344	TP53	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.0177948	-2.79923
ica_67_978124_125_signal	7.01956	67	125	signal	-0.009299700000000001	0.009299700000000001	TP53	HALLMARK_MITOTIC_SPINDLE	-0.017198500000000002	-7.01956
